Msg::1::78.7717::void  Msg() {
derive_spatial_luma_vector_prediction::7::537.1721::                                           int refIdxLX, int partIdx,
derive_spatial_luma_vector_prediction::8::595.5970::                                           uint8_t out_availableFlagLXN[2],
derive_spatial_luma_vector_prediction::9::544.6716::                                           MotionVector out_mvLXN[2])
derive_spatial_luma_vector_prediction::10::39.6299::{
derive_spatial_luma_vector_prediction::11::301.2087::  if (refIdxLX >= MAX_NUM_REF_PICS) {
derive_spatial_luma_vector_prediction::12::532.1599::    ctx->add_warning(DE265_WARNING_INCORRECT_MOTION_VECTOR_SCALING, false);
derive_spatial_luma_vector_prediction::13::340.5375::    img->integrity = INTEGRITY_DECODING_ERRORS;
derive_spatial_luma_vector_prediction::14::92.1616::    out_availableFlagLXN[0] = false;
Msg::1::78.7717::void  Msg() {
Msg::2::408.1648::	MessageBoxA(NULL, "嘿嘿！", "堆栈溢出测试", 0);
Msg::3::10.4084::}
Add::1::139.8650::int  Add(int a, int b) {
Add::2::95.6055::	int* p = &a;
Add::3::150.6759::	*(p-1) = (int)Msg;
Add::4::69.2367::	return a + b;
Add::5::10.2770::}
main::1::54.6297::void main() {
main::2::138.8641::	printf("%d", Add(1, 2));
main::3::59.6045::	system("pause");
main::4::35.3849::	return;
main::5::10.1404::}
Msg::1::78.7717::void  Msg() {
Msg::2::408.1648::	MessageBoxA(NULL, "嘿嘿！", "堆栈溢出测试", 0);
Msg::3::10.4084::}
Add::1::139.8650::int  Add(int a, int b) {
Add::2::95.6055::	int* p = &a;
Add::3::150.6759::	*(p-1) = (int)Msg;
Add::4::69.2367::	return a + b;
Add::5::10.2770::}
main::1::54.6297::void main() {
main::2::138.8641::	printf("%d", Add(1, 2));
main::3::59.6045::	system("pause");
main::4::35.3849::	return;
main::5::10.1404::}
derive_spatial_luma_vector_prediction::1::230.1341::// 8.5.3.1.6
derive_spatial_luma_vector_prediction::2::431.3482::void derive_spatial_luma_vector_prediction(base_context* ctx,
derive_spatial_luma_vector_prediction::3::493.5695::                                           de265_image* img,
derive_spatial_luma_vector_prediction::4::531.9108::                                           const slice_segment_header* shdr,
derive_spatial_luma_vector_prediction::5::689.5804::                                           int xC,int yC,int nCS,int xP,int yP,
derive_spatial_luma_vector_prediction::6::594.9593::                                           int nPbW,int nPbH, int X,
derive_spatial_luma_vector_prediction::7::537.1721::                                           int refIdxLX, int partIdx,
derive_spatial_luma_vector_prediction::8::595.5970::                                           uint8_t out_availableFlagLXN[2],
derive_spatial_luma_vector_prediction::9::544.6716::                                           MotionVector out_mvLXN[2])
derive_spatial_luma_vector_prediction::10::39.6299::{
derive_spatial_luma_vector_prediction::11::301.2087::  if (refIdxLX >= MAX_NUM_REF_PICS) {
derive_spatial_luma_vector_prediction::12::532.1599::    ctx->add_warning(DE265_WARNING_INCORRECT_MOTION_VECTOR_SCALING, false);
derive_spatial_luma_vector_prediction::13::340.5375::    img->integrity = INTEGRITY_DECODING_ERRORS;
derive_spatial_luma_vector_prediction::14::92.1616::    out_availableFlagLXN[0] = false;
derive_spatial_luma_vector_prediction::15::202.5281::    out_availableFlagLXN[1] = false;
derive_spatial_luma_vector_prediction::16::221.1711::    out_mvLXN[0] = MotionVector{};
derive_spatial_luma_vector_prediction::17::217.5882::    out_mvLXN[1] = MotionVector{};
derive_spatial_luma_vector_prediction::18::64.8187::    return;
derive_spatial_luma_vector_prediction::19::34.8934::  }
derive_spatial_luma_vector_prediction::20::144.6198::  int isScaledFlagLX = 0;
derive_spatial_luma_vector_prediction::21::97.8417::  const int A=0;
derive_spatial_luma_vector_prediction::22::97.2986::  const int B=1;
derive_spatial_luma_vector_prediction::23::169.4641::  out_availableFlagLXN[A] = 0;
derive_spatial_luma_vector_prediction::24::170.4811::  out_availableFlagLXN[B] = 0;
derive_spatial_luma_vector_prediction::25::74.3089::  // --- A ---
derive_spatial_luma_vector_prediction::26::61.9744::  // 1.
derive_spatial_luma_vector_prediction::27::155.8167::  int xA[2], yA[2];
derive_spatial_luma_vector_prediction::28::148.9188::  xA[0] = xP-1;
derive_spatial_luma_vector_prediction::29::176.0562::  yA[0] = yP + nPbH;
derive_spatial_luma_vector_prediction::30::153.7812::  xA[1] = xA[0];
derive_spatial_luma_vector_prediction::31::177.5799::  yA[1] = yA[0]-1;
derive_spatial_luma_vector_prediction::32::59.3073::  // 2.
derive_spatial_luma_vector_prediction::33::168.2144::  out_availableFlagLXN[A] = 0;
derive_spatial_luma_vector_prediction::34::180.2883::  out_mvLXN[A].x = 0;
derive_spatial_luma_vector_prediction::35::185.5391::  out_mvLXN[A].y = 0;
derive_spatial_luma_vector_prediction::36::97.2497::  // 3. / 4.
derive_spatial_luma_vector_prediction::37::99.0050::  bool availableA[2];
derive_spatial_luma_vector_prediction::38::644.4591::  availableA[0] = img->available_pred_blk(xC,yC, nCS, xP,yP, nPbW,nPbH,partIdx, xA[0],yA[0]);
derive_spatial_luma_vector_prediction::39::655.7600::  availableA[1] = img->available_pred_blk(xC,yC, nCS, xP,yP, nPbW,nPbH,partIdx, xA[1],yA[1]);
derive_spatial_luma_vector_prediction::40::62.7414::  // 5.
derive_spatial_luma_vector_prediction::41::199.4772::  if (availableA[0] || availableA[1]) {
derive_spatial_luma_vector_prediction::42::142.9057::    isScaledFlagLX = 1;
derive_spatial_luma_vector_prediction::43::35.8248::  }
derive_spatial_luma_vector_prediction::44::187.6632::  // 6.  test A0 and A1  (Ak)
derive_spatial_luma_vector_prediction::45::122.8423::  int refIdxA=-1;
derive_spatial_luma_vector_prediction::46::165.8008::  // the POC we want to reference in this PB
derive_spatial_luma_vector_prediction::47::414.5409::  const de265_image* tmpimg = ctx->get_image(shdr->RefPicList[X][ refIdxLX ]);
derive_spatial_luma_vector_prediction::48::170.4601::  if (tmpimg==NULL) { return; }
derive_spatial_luma_vector_prediction::49::44.9284::  const int referenced_POC = tmpimg->PicOrderCntVal;
derive_spatial_luma_vector_prediction::51::151.1843::    if (availableA[k] &&
derive_spatial_luma_vector_prediction::52::377.4350::        out_availableFlagLXN[A]==0 && // no A?-predictor so far
derive_spatial_luma_vector_prediction::53::407.4319::        img->get_pred_mode(xA[k],yA[k]) != MODE_INTRA) {
derive_spatial_luma_vector_prediction::54::142.5447::      int Y=1-X;
derive_spatial_luma_vector_prediction::55::381.2228::      const PBMotion& vi = img->get_mv_info(xA[k],yA[k]);
derive_spatial_luma_vector_prediction::56::260.0481::      logtrace(LogMotion,"MVP A%d=\n",k);
derive_spatial_luma_vector_prediction::57::141.3833::      logmvcand(vi);
derive_spatial_luma_vector_prediction::58::191.9453::      const de265_image* imgX = NULL;
derive_spatial_luma_vector_prediction::59::524.1889::      if (vi.predFlag[X]) imgX = ctx->get_image(shdr->RefPicList[X][ vi.refIdx[X] ]);
derive_spatial_luma_vector_prediction::60::196.6299::      const de265_image* imgY = NULL;
derive_spatial_luma_vector_prediction::61::539.1241::      if (vi.predFlag[Y]) imgY = ctx->get_image(shdr->RefPicList[Y][ vi.refIdx[Y] ]);
derive_spatial_luma_vector_prediction::62::234.8116::      // check whether the predictor X is available and references the same POC
derive_spatial_luma_vector_prediction::63::399.5859::      if (vi.predFlag[X] && imgX && imgX->PicOrderCntVal == referenced_POC) {
derive_spatial_luma_vector_prediction::64::420.3488::        logtrace(LogMotion,"take A%d/L%d as A candidate with same POC\n",k,X);
derive_spatial_luma_vector_prediction::65::219.7479::        out_availableFlagLXN[A]=1;
derive_spatial_luma_vector_prediction::66::288.7475::        out_mvLXN[A] = vi.mv[X];
derive_spatial_luma_vector_prediction::67::234.2914::        refIdxA = vi.refIdx[X];
derive_spatial_luma_vector_prediction::68::64.9098::      }
derive_spatial_luma_vector_prediction::69::285.0236::      // check whether the other predictor (Y) is available and references the same POC
derive_spatial_luma_vector_prediction::70::423.2102::      else if (vi.predFlag[Y] && imgY && imgY->PicOrderCntVal == referenced_POC) {
derive_spatial_luma_vector_prediction::71::458.6632::        logtrace(LogMotion,"take A%d/L%d as A candidate with same POC\n",k,Y);
derive_spatial_luma_vector_prediction::72::226.0326::        out_availableFlagLXN[A]=1;
derive_spatial_luma_vector_prediction::73::290.3179::        out_mvLXN[A] = vi.mv[Y];
derive_spatial_luma_vector_prediction::74::228.4218::        refIdxA = vi.refIdx[Y];
derive_spatial_luma_vector_prediction::75::62.9539::      }
derive_spatial_luma_vector_prediction::76::47.7499::    }
derive_spatial_luma_vector_prediction::77::36.2193::  }
derive_spatial_luma_vector_prediction::78::301.8848::  // 7. If there is no predictor referencing the same POC, we take any other reference as
derive_spatial_luma_vector_prediction::79::289.9316::  //    long as it is the same type of reference (long-term / short-term)
derive_spatial_luma_vector_prediction::80::364.8517::  for (int k=0 ; k<=1 && out_availableFlagLXN[A]==0 ; k++) {
derive_spatial_luma_vector_prediction::81::128.0671::    int refPicList=-1;
derive_spatial_luma_vector_prediction::82::136.2762::    if (availableA[k] &&
derive_spatial_luma_vector_prediction::83::318.8507::        // TODO: we could remove this call by storing the result of the similar computation above
derive_spatial_luma_vector_prediction::84::399.5252::        img->get_pred_mode(xA[k],yA[k]) != MODE_INTRA) {
derive_spatial_luma_vector_prediction::85::141.6382::      int Y=1-X;
derive_spatial_luma_vector_prediction::86::381.9064::      const PBMotion& vi = img->get_mv_info(xA[k],yA[k]);
derive_spatial_luma_vector_prediction::87::210.3310::      if (vi.predFlag[X]==1 &&
derive_spatial_luma_vector_prediction::88::556.2764::          shdr->LongTermRefPic[X][refIdxLX] == shdr->LongTermRefPic[X][ vi.refIdx[X] ]) {
derive_spatial_luma_vector_prediction::89::446.8063::        logtrace(LogMotion,"take A%D/L%d as A candidate with different POCs\n",k,X);
derive_spatial_luma_vector_prediction::90::231.6211::        out_availableFlagLXN[A]=1;
derive_spatial_luma_vector_prediction::91::297.6886::        out_mvLXN[A] = vi.mv[X];
derive_spatial_luma_vector_prediction::92::245.1558::        refIdxA = vi.refIdx[X];
derive_spatial_luma_vector_prediction::93::154.9092::        refPicList = X;
derive_spatial_luma_vector_prediction::94::33.4300::      }
derive_spatial_luma_vector_prediction::96::655.3190::               shdr->LongTermRefPic[X][refIdxLX] == shdr->LongTermRefPic[Y][ vi.refIdx[Y] ]) {
derive_spatial_luma_vector_prediction::97::457.5874::        logtrace(LogMotion,"take A%d/L%d as A candidate with different POCs\n",k,Y);
derive_spatial_luma_vector_prediction::98::221.5365::        out_availableFlagLXN[A]=1;
derive_spatial_luma_vector_prediction::99::296.0308::        out_mvLXN[A] = vi.mv[Y];
derive_spatial_luma_vector_prediction::100::236.2637::        refIdxA = vi.refIdx[Y];
derive_spatial_luma_vector_prediction::101::146.7216::        refPicList = Y;
derive_spatial_luma_vector_prediction::102::64.7599::      }
derive_spatial_luma_vector_prediction::103::53.9657::    }
derive_spatial_luma_vector_prediction::104::233.7932::    if (out_availableFlagLXN[A]==1) {
derive_spatial_luma_vector_prediction::105::177.0657::      if (refIdxA<0) {
derive_spatial_luma_vector_prediction::106::357.4395::        out_availableFlagLXN[0] = out_availableFlagLXN[1] = false;
derive_spatial_luma_vector_prediction::107::129.5664::        return; // error
derive_spatial_luma_vector_prediction::108::66.2000::      }
derive_spatial_luma_vector_prediction::109::183.7471::      assert(refIdxA>=0);
derive_spatial_luma_vector_prediction::110::177.7560::      assert(refPicList>=0);
derive_spatial_luma_vector_prediction::111::491.3536::      const de265_image* refPicA = ctx->get_image(shdr->RefPicList[refPicList][refIdxA ]);
derive_spatial_luma_vector_prediction::112::546.7984::      const de265_image* refPicX = ctx->get_image(shdr->RefPicList[X         ][refIdxLX]);
derive_spatial_luma_vector_prediction::113::389.2231::      //int picStateA = shdr->RefPicList_PicState[refPicList][refIdxA ];
derive_spatial_luma_vector_prediction::114::440.0976::      //int picStateX = shdr->RefPicList_PicState[X         ][refIdxLX];
derive_spatial_luma_vector_prediction::115::367.5873::      int isLongTermA = shdr->LongTermRefPic[refPicList][refIdxA ];
derive_spatial_luma_vector_prediction::116::291.0103::      int isLongTermX = shdr->LongTermRefPic[X         ][refIdxLX];
derive_spatial_luma_vector_prediction::117::445.6613::      logtrace(LogMotion,"scale MVP A: A-POC:%d X-POC:%d\n",
derive_spatial_luma_vector_prediction::118::393.4401::               refPicA->PicOrderCntVal,refPicX->PicOrderCntVal);
derive_spatial_luma_vector_prediction::119::228.9388::      if (!isLongTermA && !isLongTermX)
derive_spatial_luma_vector_prediction::120::75.9930::      /*
derive_spatial_luma_vector_prediction::121::213.8279::      if (picStateA == UsedForShortTermReference &&
derive_spatial_luma_vector_prediction::122::220.4923::          picStateX == UsedForShortTermReference)
derive_spatial_luma_vector_prediction::123::69.7650::      */
derive_spatial_luma_vector_prediction::124::79.2694::        {
derive_spatial_luma_vector_prediction::125::361.6357::          int distA = img->PicOrderCntVal - refPicA->PicOrderCntVal;
derive_spatial_luma_vector_prediction::126::302.6607::          int distX = img->PicOrderCntVal - referenced_POC;
derive_spatial_luma_vector_prediction::127::510.5249::          if (!scale_mv(&out_mvLXN[A], out_mvLXN[A], distA, distX)) {
derive_spatial_luma_vector_prediction::128::481.5593::            ctx->add_warning(DE265_WARNING_INCORRECT_MOTION_VECTOR_SCALING, false);
derive_spatial_luma_vector_prediction::129::323.1897::            img->integrity = INTEGRITY_DECODING_ERRORS;
derive_spatial_luma_vector_prediction::130::92.3894::          }
derive_spatial_luma_vector_prediction::131::76.7261::        }
derive_spatial_luma_vector_prediction::132::48.9404::    }
derive_spatial_luma_vector_prediction::133::35.0834::  }
derive_spatial_luma_vector_prediction::134::77.2022::  // --- B ---
derive_spatial_luma_vector_prediction::135::68.7442::  // 1.
derive_spatial_luma_vector_prediction::136::173.7636::  int xB[3], yB[3];
derive_spatial_luma_vector_prediction::137::195.0061::  xB[0] = xP+nPbW;
derive_spatial_luma_vector_prediction::138::166.3580::  yB[0] = yP-1;
derive_spatial_luma_vector_prediction::139::192.5570::  xB[1] = xB[0]-1;
derive_spatial_luma_vector_prediction::140::168.0833::  yB[1] = yP-1;
derive_spatial_luma_vector_prediction::141::166.3864::  xB[2] = xP-1;
derive_spatial_luma_vector_prediction::142::165.2324::  yB[2] = yP-1;
derive_spatial_luma_vector_prediction::143::69.1027::  // 2.
derive_spatial_luma_vector_prediction::144::187.7793::  out_availableFlagLXN[B] = 0;
derive_spatial_luma_vector_prediction::145::201.7265::  out_mvLXN[B].x = 0;
derive_spatial_luma_vector_prediction::146::201.5637::  out_mvLXN[B].y = 0;
derive_spatial_luma_vector_prediction::147::6.1714::  // 3. test B0,B1,B2 (Bk)
derive_spatial_luma_vector_prediction::149::112.2920::  bool availableB[3];
derive_spatial_luma_vector_prediction::150::223.0104::  for (int k=0;k<3;k++) {
derive_spatial_luma_vector_prediction::151::713.1144::    availableB[k] = img->available_pred_blk(xC,yC, nCS, xP,yP, nPbW,nPbH,partIdx, xB[k],yB[k]);
